,Text,score,analysis
1191,great dog loves carpets love dont get soft messy like many rawhide chews great value great product,0.4714285714285714,Neutral
1192,worst blend green mountain coffee tasted worth cost packaging let alone price guests impression weak blend body,-0.31875,Neutral
1193,excited try love new grains bread products found heavy bad dont lightness true bread texture products tried,0.0768939393939394,Neutral
1194,cant get enough tea fills gomug every morning way work warms early winter meetingsbr br great alternative people cant drink camelliabased tea green black white conventional decaf want caffeinefree alternative lacks sharp bite oxidized rooibos still fruity tones exotic youd get sick quickly unremarkable dont care finish mug right,0.05585317460317459,Neutral
1195,great tasty drink found visiting spa summerbr good healthy tad sweetnaturallybr enjoy,0.6,Positive
1196,intially introduced protreat beef liver freeze dried dog treats veterinarians office rudy jack russell terrior usually interested dog treats responded like id never seen beforebr br bought couple cans pretty pricey gave sparingly tricks hed protreats really entertaining rudy take meds glaucoma thank heavens found large size good value takes medicine gives great tricks return day hes happy camper despite loss sight one eyebr hrefhttpwwwamazoncomgpproductb0002dgrsyprotreat beef liver freeze dried dog treats 21 ounceabr br rudy says best part day think cj,0.41142857142857137,Neutral
1197,taste terrible threw away bowl cooked one bite prepare noodles bowls sauce sauce came,-1.0,Negative
1198,worst popcorn world one time might started popcorn product received stale extracted king tuts tomb supposed cheddar cheese alien goo seemed spray painted creating coating stale mushy stuff billed double cheddar gourmet popcorn contact cornzapoppin ignored concern garretts chicago far better product arrives crunch better price,-0.14375,Neutral
1199,best tasting almonds buy bulk share work time someone finds cheaper almonds always come back cant beat,0.5,Positive
1200,searched great decaf chai finally found excellent made either water milk usually drink water version mornings milk evenings dessert wonderful hesitant give try via smaller individual package,0.36428571428571427,Neutral
1201,balance left gift card saw jerky sale bought couple cases stuff extra salty salty something must wrong batch could actually see salt jerky throw away,-0.125,Neutral
1202,great buying againbr everyone buy get morning,0.8,Positive
1203,actually usable chunk tuna one 3 oz tin genova 6oz tin star kist tuna shredded shrank 13rd weight draining water 6oz xxx enough make ½ sandwich mayo onions tasted goodbr made tuna salad sandwich genova green onions celery mayo onion bun need add salt drained oil mixed ingredientsbr intend use green salad mix even pastabr br although like salt next time may try rinsing tuna colander pressing shredded stuff may end spoonfullbr quick meals used like hotdogs taste yellowfin tuna quite good actually much better expected tuna get local grocery store may look like cat food open definitely notbr buy cant beat amazon price free shipping,0.10238095238095236,Neutral
1204,since one eats cant vouch tastehowever dog seems love one thing dog owners like food cut gas schnauzer switched another food really made dog gassy one simple thing alone makes food awesome amazon 10 bucks lower pet smart makes good deal,0.43571428571428567,Neutral
1205,best water chocolate mint satisfies chocolate craving without guilt sweetener artificial flavors mint chocolate water yummy,0.2,Neutral
1206,much like nongf dough rolled nice cut nice cookies variety cookie cutters tasted great nongf family members liked well gf family members need cook bit longer directions said,0.56,Positive
1207,love starbucks coffee kcups cheaper buy stores came right away coffee great,0.5285714285714286,Positive
1208,sooooo disappointing coffee smells great emerges coffeemaker mother used refer dishwater fact thats actually kind added cream usual liquid turned almost white product packaged instructions whatsoever except side serving singleserving coffee pads around long time encountered first england early 1960s made lousy cup joe marley coffeeso everything old new company would better spend less fancy packaging put coffee generictype bag instructions perhaps allow buyers build brew save money stuff makes dunkins regular taste like gourmet blend,0.0656926406926407,Neutral
1209,excellent italian canned tomatoes used 6 12 cans already every perfect big tomatoes peeled well liquid thick sauce watery juice excellent marinara cant go wrong plus save hauling cans store satified order another box use upplus free shippinghow go wrongbr donna beverin,0.325,Neutral
1210,come moist delicious versatile easily add shredded carrots raisins etc variety top flax seed wheat germ arent overly sweet right mix makes preparing breeze love box makes half dozen right amount daughter eat day two since husband scared bran ingredients natural although wish organic try using coconut oil vegi oil make pleased hint extra sweetness,0.3443722943722944,Neutral
1211,hot first calms daves insanity stays hot longer husband happy,0.3875,Neutral
1212,excellent rich dark earthy disappointed usual kcups gave thin bland meh coffee saw emerils coffee got good reviews god theyre right still feel guilty waste involved system youre going use keurig coffeemakers convenience want coffee deserving name rather weak bitter swill look,-0.00206349206349206,Neutral
1213,love cup coffee night im always leery caffeine might affect tullys decaf house blend perfect day drink newmans organic special blend evening cup tullys dont taste exactly alike tullys little weaker id say still great alternative hard find good decaf im thrilled finally found one fairly strong bold skunky overpowering flavor highly recommend,0.35804945054945053,Neutral
1214,baby loves stuff great texture actually reasonably tasty like gets protein flavor combination isnt boring,0.0,Neutral
1215,hard believe instant coffee taste brewed one,-0.14583333333333334,Neutral
1216,cats absolutely love treats rather picky eaters weve bought countless bags cat treats toss shortly opening cats turn noses usually buy locally store ran stock couldnt find anywhere else venture online kitty tested kitty approved,0.05,Neutral
1217,got sisters like 25 cats description promised could repel cats really sounded like good idea put around areas yard didnt want cats critters get around seems work well enough though im around often check every minute day,0.3,Neutral
1218,buying replacement coffee fire house little know math skills bit goal get better coffee crews equal better price miscalculated realized charging coffee decided id keep drink mistake wow isnt flavor mistake wife love coffee flavor bold flavor smooth finish bitterness bite end finished first 4 bags lasted long time look forward every cup,0.23458333333333337,Neutral
1219,got amazon longer carried deruyter sprinkles went buy couldnt find deruyter sprinkles anywhere gave shot quite good toast morning ice cream close second equal pricebr br thisbr deruyter chocoadehagel puur dark chocolate sprinkles 14ounces boxes pack 3br deruyterbr list price 2247br price 1731 041 oz eligible free shipping amazon primebr save 516 23br br back would regular purchasebr br thats happens work northwest europe get hooked stuff,0.1357142857142857,Neutral
1220,family members allergicvery allergic msg msg freeplus great crab makes fabulous dip incredible crab cakes save ship great optionand really natural makes keeper household,0.6000000000000001,Positive
1221,received case izze grapefruit sparkling juice tuesday gone friday wife sampled one together immediately put whole case fridge pushing aside juice beverages make room next two half days wife eyeballed every time went fridge keeping tabs many cans left saturday day last gone felt like izze addicts jonesing another one morebr br fresca fan likely love beverage snappy zingy body light refreshing perfect ice would make outstanding summer drink tall glass ice deck reading book sun dare say wouldnt bad mixer either wanted spike br br nutritional content drink make 70 juice 30 sparkling water 84 ounces going calories 90 also going vitamin c niacin ive noticed reviewers say youd better taking multivitamin youre drinking strictly get vitamins think id look head tilted slightly one side make scoobydoo noise one get daily recommended vitamins drink like izze going tasty refreshing drink thats much much better option healthconscious person diet soda drinks enjoy treatbr br youre ever convenience store notice izze drink cooler door pick one try dont buy case might thing try loved grapefruit version certainly try flavors well,0.2562358276643991,Neutral
1222,good coffee tullys bright full city seems little strong without flavor hope stronger coffee,0.39916666666666667,Neutral
1223,expires dec 2011 get half picture shows got mostly timothys favorite ones excited try missing dont think would order better luck keurig website,0.25138888888888894,Neutral
1224,like bergamot flavor tea tried many brands expensive ones one best teas family strong begramot flavor makes tea good quite big tea leaves earl gray tea lovers please try one wont disappointed price ok 9 per 88 oz 250 grams pack local stores northeast tristate area,0.20925925925925926,Neutral
1225,excellent chips except amazon couldnt get order straight twice sent cases red hot blues great single person 2 cases already flavored chips yep give away liked red hots wanted seasoning make salsas every day amazon couldnt pull case even clearly labelled go figure amazon refund money fully,0.3198412698412698,Neutral
1226,coconut drink bad compared drinks drink tastes best really cold straw like juice boxes puncture straw foil although would preferred came way would prevent spills kids marketed kids really easy open pull foil ready sip mouth big small would recommend someone enjoys coconuts,0.010416666666666692,Neutral
1227,cat eat ill use pinch wellness canned cat food wish came fish flavor also fruits vegetables cat gets eating wellness brand,-0.5,Negative
1228,feel love da vinci sugar free vanilla syrup splenda would highly recommend anyone,0.35333333333333333,Neutral
1229,good tasting mixture get used longer cooking time works great,0.75,Positive
1230,like snickers marathon bar flavors one doesnt taste bad doesnt come close tasting like dark chocolate name denotes mostly tastes sweetbr br many people might healthy snack substitution bar 150 calories yet 11 grams protein 22 grams carbs 9 grams sugar also fortified many vitamins 100 usrda many take multivitamin daily already doesnt mean much main complaint nutritional profile bar much fiber small amount food youre someone doesnt eat fresh fruits vegetables prefers refined foods white flour white rice white bread etc rather whole grain foods fiber bar would good however 7 grams fiber per bar 28 usrda causes intestinal discomfort adds already high daily consumption fiber fruits vegetables whole grains assume fiber bar comes principal ingredient soy also see chicory fiber listed ingredient chicory root high concentration fiber reformulate product id remove chicory fiber something attempt give bit authentic chocolate flavor,0.1405902777777778,Neutral
1231,big fan coconut oil great tasting coconut oil strong flavor coconut light use everything husband doesnt like coconut likes,0.4083333333333333,Neutral
1232,high quality food usa madethe distribution ohio pet foods eu certified plant means ingredients inspected guaranteed fda approved complex carbs without window dressing ingredient panel mean doesnt add unnecessary ingredients cooked loses nutritional value ieberries vegetables etc company caters health pet artificial preservatives steroids formula high omega 6 3 fatty acids something dogs produce put yorkie winter needed little extra umph normally eats life advantage chicken formula coat started get dull though cold weather started hit although fish pungent smell loves took one easier life advantage guess cuz smell strong testimonials site pics dogs skin conditions went formula couldnt believe differenc check br highly recommend,-0.17052083333333334,Neutral
1233,sample pack wide variety flavors included like kcup warehouse exploded swept mess box included many varieties would never tried sure find new favorite flavor,0.2268939393939394,Neutral
1234,little dog loved first sent friend another state couldnt find city ordered line happy order,0.390625,Neutral
1235,love starbucks dont like paying price espresso starbucks looking around amazon found beans brewed starbucks made kirkland cosco lover starbucks lover sold verrry glad decided go beans taste like high quality espresso beans get compliments time make friends family lattes go wrong purchase beans,0.16499999999999998,Neutral
1236,dogs love smell pretty intensely always good three calories per treat peasizedbr br used training go areas head work morningbr br theres really much said set amazon subscription twomonth basis may bump monthly eventually seebr br recommend price value excellent great light small portable,0.4222222222222222,Neutral
1237,worst purchase ever made amazon seeds disgusting unclean understand theyre raw bag worms worms,-0.7435897435897436,Negative
1238,kid scarfed bags calbee sweet potato chips mom would pick local asian market tastes refined adulthood less inclined buy bags chips resembled styrofoam even still craved sugary sweet salty flavorbr br popchips sweet potato chips adult version snack grew theres delicious sweet salty mix every bite chip light airy without resembling foamy rice cake deep orange hue color perfectly roasted sweet potatobr br ive purchased number sweet potato chips amazon past terra food taste good chips good didnt play sweet salty combo quite much id like terra chips like simple sliced sweet potatoes oven dried turned chips food taste good chips like yummy sweet potato flavored salty tortilla chips pop chips sweet potato chips well sweet potato pop chips youve never pop chip weight individual chip probably resembles baked lays puckered airpuffed texturebr br 100 calories per bag 24 bags come nicely packed box tear open neat display pantry ive purchased bagged chips online number times received packages chips thrown box thrown amazon box shipping time got chips broken packaging theyre tightly packed bags dont shift around much shipping bags weve already eaten broken chips wed get picking bag storebr br happy snacking,0.25455182072829124,Neutral
1239,leaves full several hours love stuff dont love sugar wish theyd sweeten stevia,0.3375,Neutral
1240,must echo praise lipton yellow label teabr br dont know label may differ across countries recently spent several monthlong trips pakistan lipton yellow label pretty much black tea serve tea served time getting around initial shock custom putting four teabags 16 ounces water came like yellow label tea switching times twinings tea hotel business center realized yellow label much better tea id drinking heretofore comparing yellow label litpons tea available america even twinings considered top heap yellow label clearly better pakistani friend travels us says american tea insipid refuses drink agree think lipton yellow tea best tea ever ive got figure buy far im concerned yellow label tea worth drinking doubt accounts popularity pakistan,0.14469696969696969,Neutral
1241,second purchase almonds time around disappointed taste old stale bit chewy good sign supposedly roasted almond wont buying,-0.09,Neutral
1242,stuff really yummy took day two get used prefer fudge sauce using generally dont keep chocolates house chocolate cravings hit head jar spoon rich flavor bitter side really like like best cold,0.16071428571428573,Neutral
1243,vegetarian boyfriend really like product love mixed scrambled eggs breakfast veggie chili sometimes eat right feling particularly lazy doesnt stick well doesnt make good burgers ime even ingredients added help stick back boyfriend product gave mad gas intestinal upset afraid eat asks used canned burger stuff trying anything cook digests fine,0.06273809523809522,Neutral
1244,loved product shipments starting arriving junein texas taste terrible ginger taste left happy product sadloved back winter spring guess cant survive heat travel,0.08333333333333333,Neutral
1245,always lookout chew toys dogs big chewers toys last two days one lasted week impressed,0.3333333333333333,Neutral
1246,started using baby brezza couple months ago able make fresh homemade tasty baby food 75 month old daughter ease delight wish around first daughter attempted make baby food gave couple weeks baby brezza made possible working mom two young girls make little ones meals easy make dont require constant monitoring chop veggies select steam time press steam blend walk away little later food ready theres parts clean make food 23 times week different ingredients blend different veggiefruit combinations ive tested sweet potato apples pears peas carrots avocado blending mango peaches plums various different combinations envision useful many months afterwards steam veggies entire family definitely pay money saved course could make kitchen equipment baby brezza saves much time makes whole process much easier im much likely continue make food long possible,0.12767857142857145,Neutral
1247,cost effective see three picky kitties enjoy food quite accomplishment house id order flavor brand cost anytime,0.5,Positive
1248,excellent gluten free alternative oatmeal taste really like hot cereal buckwheat isnt dominant compliments corn sort like variant grits like maple syrup cinnamon apple chunks,0.46249999999999997,Neutral
1249,use sweetened condensed milk hot water tastiest healthiest backpacking food,0.25,Neutral
1250,amazing package makes toddler really excited eat taste great portable could ask snack daughter likes much use reward bribe anything need,0.49375,Neutral
1251,ordered recieved quaker 5minutes quick grits instead old fashioned problem returning hassle expecting,0.21666666666666667,Neutral
1252,kids eat lots peanut butter finding much hydrogenized fat added regular peanut butter quickly switched smuckers eat fast need stir jar opened first time buy 2 jars week whole family loves taste makes best peanut butter cookies ever,0.31190476190476196,Neutral
1253,nonextract sauce pleasant fruity flavor hot enough make nose run buy another bottle mine runs definitely recommended,0.24583333333333332,Neutral
1254,wary celebrity chef endorsements coffee wrong herethis coffee bold dark beautifulone best kcups coffee tasted far excellent balance cream along green mountain dark magic two favorite kcups,0.17575757575757575,Neutral
1255,husband allergic wheat great substitute bread crumbs tastes great,0.8,Positive
1256,great dorm food requires pan butter great alternative easymac ugh,0.8,Positive
1257,luved original zico taste totally differentbr introduced pure coconut water pasteurized says concentratebr br taste little different,0.08035714285714286,Neutral
1258,tomatoes growing stated everyting fine far product bit pricey negative see,0.07222222222222224,Neutral
1259,tried many varieties offered really like nice hand really dont feel like large meal yet still want something warm easy make child loves pleased case arrives knowing available dinner moments notice great cheese flavor cardboard taste definitely winner,0.40432900432900437,Neutral
1260,price totally worth flavors great except hazelnutin opinion peppermint number one favorite may seem odd raspberry flavor however torani doesnt make coffee syrups fruity flavors used smoothies italian sodas,0.2866666666666667,Neutral
1261,although says wing rub dont confused put everything everything one best market ordered many family friends three pack love cant get enough kramers try website amazing recipes well gift keeps giving order,0.3666666666666667,Neutral
1262,great beans nothing like homemade real vanilla split let soak vodka 5 6 months never buy store bought vanilla,0.5,Positive
1263,love coffee buy get walmart 11oz bags 478 amazon price double,0.25,Neutral
1264,product excellent customer service good recommended product several people,0.5666666666666667,Positive
1265,fyi visited site price whiskey actually 4299 price says,0.0,Neutral
1266,eat lentils week one nutritious foods existence fewer rejects brands cook quickly nice tender without turning mush sautee veggies first small dice couple serranos since eat spicythis optional large onion couple carrots lots celery whole garlic fist tomatoes often use organic diced tomatoes sometimes fireroasted sometimes leeks although put later disappear whole cumin seed oregano turmeric curry powder use simply organic brand like best much exploration seasonings vary coarse grind black pepper little trocomare herbamare depending make stock use prepackaged water sometimes add leftover chicken lamb veggies quite sauteed add liquid lentils bring slow simmer let boil hard need slow simmer cook hmmmm may need go make especially delicious second third days add fresh parsley serving sometimes serve fresh spinach slightly cook pita cornbread goes well family enjoys different types cheese toppingbr br third order yet find stonebr br update really go make realized unused using bulk products may know need sort product like pour container another container slowly pour sort new shipment best lentils ever used fifty years anywhere ten discards lentil would want eat pickybroken dirty etcbr br also read instructions package make clear need sort rinse lentils using salt beantype product end toughbr br dont use recipes realize seasoning amounts unclear thing need add right away saute use cumin seed always add everything else later want spicier also add something like cayenne even serving forgot mention sautee veggies bit coconut oil health reasons stable oil taste later finish end cooking good olive oilbr br mentioned fist garlic must minced use meat cleaver smash cloves peal easily fine dice wait ten minutes allow allicin develop dont wait longer allicin anticarcinogenic property garlic must exposed oxygen develop start diminish fourteen minutesbr br okthere novel cooking lentils hope useful someone,0.10873154623154625,Neutral
1267,usually dont write reviews bcos feelings whether good bad never strong enough write review must worst cereal ever made look like cheerios taste nothing like cheerios added liberal doses honey try get one bowl couldnt cereal also funky smell kind like wet cardboard amazon accept returns item beware buying pack 6 sticking chex glutenfree,-0.12083333333333332,Neutral
1268,buying lavazza caffe espresso local vons 599 799 checked amazon still 599 bought cheapest lavazza 1898 subscriptionbr br according website caffe espresso medium dark roast sweetnessbr br opened package soon noticed stronger aroma bitter kind unlike starbucks italian dark roast still brownbr br used bialetti moka machine usually make latte think bitterer caffe espresso feel bitterness remains tongue maybe like natural espresso taste prefer caffe espresso one opened pack three unopened packs left,0.005555555555555554,Neutral
1269,agave wonderful peanut butter kids sandwiches toast pancakes tea substitute sugar honey syrup everyone family enjoys flavor,1.0,Positive
1270,families favorite candies happy find available amazon came quickly exactly wanted made great stocking stuffers purchasing snack,0.55,Positive
1271,fan coffee bitter rough flavor also machine started acting using k cups standard type,-0.05,Neutral
1272,kept dogs attention couple minutes first times used interest think 2 year old enjoyed dog seems slide around easy dog tough time getting yellow cups shes overly food driven may part problem guess well try something else,0.14907407407407405,Neutral
1273,buying 4 packs local grocery store 610 week saw 24bottle case available amazon 28 w free shipping brainerbr br taste good fresh would recommend friend subscribed regular delivery,0.3,Neutral
1274,outstanding product test great lives ancient name roman apples altogether warm comfortable taste calming nature,0.575,Positive
1275,treats much smaller thought would lasted seconds dogs price could bought whole bag treats dogs would gotten enjoyment gave two stars dogs seem like taste theyre exactly picky,0.15,Neutral
1276,purchased 3 containers cereal expiration dates 2012 first container opened seemed fine least hope fed 5 month old cereal color pale whitishtan relatively odor baby likes happy second container opened packaging good expiration date totally different color time brownishgreen however worst part rancid smell smells like rancid oil opened third container brownishgreen color rancid smell unhappy product contacted company reply yet would recommend feeding baby,0.012051282051282065,Neutral
1277,hrefhttpwwwamazoncomgpproductb000j2dq8mbar harbor natural lobster bisque 105ounce cans pack 6abr br thanks reviewed product appreciate conversation realize quite variety opinions food item based vast majority palates individuals past experiences foodsbr br downeast maine company producing lobster bisque local recipe since 1917 believed recipe handed previous generations accurate rendition regional soup say recipe popular genre soup bisque originated france handed immigrants settled canadian maritimes migrated coastal mainebr br original recipe included tomalley liver lobster provided truly robust seafood flavor deep orange tone finished product concerns mercury seafood recipe modified recent years larger quantity minced lobster replaced tomalley along bit paprika gives soup distinctively strong color recipe include tomato products cream content milk ingredient create true bisque texture however intentionally leave soup semicondensed state allow customer prepare product liking adding bit milk cream dash sherry end gently heating bisque true restaurantquality lobster bisque achievedbr br one popular soups 20 annual international trade shows receives rave reviews thought realize please every palate believe majority lobster bisque connoisseurs provide us confirmation making high quality greattasting lobster biquebr br bar harbor foods facebook please like us enjoy products appreciate hearing customersbr br bar harbor foods,0.18758333333333335,Neutral
1278,get excellent price pill pockets turnaround time using standard shipping 3 days time placed order delivered understand high feedback rating well deserved,0.38666666666666666,Neutral
1279,vegeta great seasoning almost thing cook brings wonderful flavors dish especially things like chili spaghetti casseroles seasoning meat,0.6,Positive
1280,stuff great powder worry flavor like brewed iced tea without hasslei carry purse times case ive already gotten friends hooked product flavor convenience great especially like powder taste like products nature,0.5333333333333333,Positive
1281,great candy great price get 15 pounds fruit flavored sugar good stuff order came great price amazing delivery door,0.74,Positive
1282,become favorite everyday tea great flavor takes lot overbrewing worry becoming bitter also quite affordable quality tea,0.29,Neutral
1283,received stash premium chai spice black tea tes bag 100 count box time tea bags big box product good expected,0.10833333333333334,Neutral
1284,prefer glass jars kids im huge fans eating plastic much understand times need meal go minimal mess seems perfect situation feel company much make safe product pouch things bpa free allbr br complaint one pouch leaked shipping didnt leak much makes hesitent order amazon know amazon would replace leak dont like hassel ordering onlinebr br feel review product stuff great tasted tastes close applesause sweet like container design youngun able eat bit helping squeezebr br may sound probably dumb give great review qualifiers bad plastic leaking product really like would definately suggest,0.23888888888888893,Neutral
1285,cat basil huge catnip addict find package try open middle night dont place sight excited saw int store thinking would love quite contrary hated must smell like real stuff totally turned cat fiend like mine nothing make real thing,0.08611111111111112,Neutral
1286,bbq tastybr br original tastybr br cheddar okay sweet potato find light flavor good none lessbr br go bbq wont regret probably,0.465,Neutral
1287,confirmed hamburger helper junkie curious see velveeta goods dethrone helping hand comfort food choice first ill say ultimate cheeseburger skillets dinner indeed taste remarkably like real cheeseburger going beyond offering cheesecovered noodles ground beef hints ketchup mustard onions among tantalizing tastes wife big fan hamburger helper stopped bites mustard taste much eight yearold daughter huge fan meat kind loved part ate first helping gusto time seconds rolled around spice mixture getting overpowering bit sickening scrapped noodles ate rest ground beef wasnt bad spice mix wasnt something made want keep eating ill happily try velveeta hamburger helper knockoffs one didnt quite hit spot way id hoped,0.10882352941176475,Neutral
1288,product roland herring fillets tomato sauce exactly hoped expected making purchase easy delivered sooner anticipated made whole transaction excellent experience,0.3566666666666667,Neutral
1289,always looking something send sons one college military sent cookies along lus college son called almost immediately received suprisingly wasnt money lol thank told roomates devoured several boxes within minutes cookies passed college frat test combining amazon prime shipping good kudos,0.35,Neutral
1290,offers quick way tasty drink fill glass water squirt little much liquid glass viola peach tea yeah really peach tea still tastes pretty darn good say 24 uses probably got 15 since either wanted drink little sweeter used big glassesbr br current price amazon suggests five dollars bottle think pretty steep would probably purchase individual bottles try flavors,0.13819444444444443,Neutral
1291,kitten poppy liked steal lamb based kibble dogs ate ive always fed animals highest quality foods went search find lamb based cat food himbr br acana fits bill aroma kibbles bit strong loves changed kibble evo fine litter box odor absent wonderful indoor catbr br coat super shiny white fur white black fur super shiny teeth ears everything great shape love food keep rotation,0.38636363636363646,Neutral
1292,cranberries delicious versatile use flavor kefirbr snack add salads good product appreciate thatbr organic sweetened apple juice sugar,0.85,Positive
1293,used english bulldog white brindle american bulldog white brindle little mix breed tan white smell great white areas really pop couldnt happier scent lasts little weekmy dogs swim pool everyday celebrate rolling grassdirt though im sure would last longer less active dogs lol arrived time would buy seller,0.08906250000000002,Neutral
1294,compared bagged teas delicious highly aromatic blend chaibr br right opening smell wonderful cardamom cinnamon nutmeg notesbr br although enjoy alone probably tastes good milksugar havent use enhance flavorbr br cools bit flavors distinct mellow tastebr br try go past 25 minutes brewing far working havent issues bitterness etcbr br go ahead play around brewing length since vary based water temperature qualitybr br bit hesitant since ive already tried jasmine blossom green tea stash surprisingly good refreshing alternative teasbr br give shot might love itbr br 5 5,0.3996703296703296,Neutral
1295,taste great allows eat peanut butter even dieting get cheaper pb2 website though,0.8,Positive
1296,first bought simular item store little toy poodle trustie loved saw offered much larger amount price give try well glad trustie even gave first one found slight larger ones bought thing gave shocked excitement started chewing didnt stop go water almost gone finished next night front watched tv chewed would give sure trustie would agree,0.10416666666666666,Neutral
1297,product information doesnt tell tea includes processed sweetener stevia butterscotch flavoring processed ingredientsbr br original recipe yogi tea though implies even yogi tea website doesnt mention added artificial ingredients know stevia plant hightly processed use sweetenerbr br love old original yogi tea would never buy,0.15,Neutral
1298,consistency ok product absolutely tasteless might possible add cereals much fun eat,0.05,Neutral
1299,also love seasoning using years however think vendor overcharging major way bought two 35 oz bottles beau monde local vonssafeway store 419 came back entry see bottles perhaps larger 35 oz ask expensive one online store,0.010416666666666666,Neutral
1300,using protein powder month first thing noticed brand mixes better optimum nutrition egg protein still like whey even rice protein texture great opinion awful great mixing garden eating super seed powder adding water mixes much better texture ive also tried blending two ice make smoothy turned ok us cant tolerate whey soy proteins particular brand best ive found,0.41363636363636364,Neutral
1301,purchased pumpkin amazon help cat lose weight baking consistency well lack better word inconsistentbr br sometimes received firm canned pumpkin like kind grew baking times received runny really messy sort would call puree contacted company said something extraordinarily wet season never figure processing pumpkinbr br know organic pumpkins fare even competition line product cans badly damaged shipping surprise quite unfortunate amazons customer service stellar always replaced damagedbr br far consistencies go still photos took runny stuff post quite different firmer canned pumpkin would recommend buying lot cats dogs really good price honestly dont use baking anymore never really know ill get,0.03214285714285715,Neutral
1302,worst tasting cola ive ever tried horrible aftertaste completly unacceptable im stuck exspensive machine make carbonated water replacing carbonator around 8000 bad purchase,-0.8999999999999999,Negative
1303,pretty much grew using bull dog sauce japan consistency salad dressing teriyaki like taste little zing kids love everyone tried sauce amazed good goes well steak chicken pork tonkatsu breaded fried pork cutlet anything imaginebr br go well tonkatsu panko breaded fried pork cutlets amazing japanese eat bulldog sauce also like curry rice use tonkatsu make katsucurry another classic japanese dishbr br know know hfcs sure beats plain boring a1 steak sauce though use sometimes mix different sauce mention like said use sauce like teriyaki bbq sauce anything definitely try,0.06099206349206348,Neutral
1304,used feed two cats meow mix dry food give fancy feast treat came home work male cat started throwing hed eat nasty took vet said likely food allergy put wellness single protein canned food worked great loves rarely throws anymore aside occasional hairball sister eat dry food switched wellness dry loves well,-0.017142857142857133,Neutral
1305,love love love brand protein barsgreat taste sweet lot nuts bars really like particular flavor,0.36944444444444446,Neutral
1306,love tea love way cup smells tea gone dont add thing except hot water sooo beautiful delicate deliciousbr br originally purchased tin little sachets theyre delicate called bags fundraiser fell love little sachets refined make tea drinking even elegant even im drinking pink commuter mug dedicated tea drinking coffee oils taint,0.19999999999999998,Neutral
1307,definitely coffee connoisseur stuff bad disappointment expected wolfgang puck product class tastes artificial cant stand alone without tons cream sweetener buy,-0.4,Neutral
1308,use cups lower cup level make smaller cup get flavor ive taste better like gloris jeans coffeethis flavor little dull,0.005208333333333329,Neutral
1309,im big fan coffee usually cook one cup per day used french press stovetop espresso pot make coffee usually black coffee without sugarbr br moved us may 2011 needed coffee immediately moment item sale checked reviews someone else gave lot compliment taste main reason purchased itbr br disappointed stale quality lack aroma bad tastebr br people familiar coffee know cook fresh bean expect create tasty coffee cream bubbles sometimes youll lot like coke poorly coffee bean resulted dark brown liquid bitter flavor monthfeel tonguefeel extremely thinbr br days later went costco bought another beans similar price taste much better one cooked eight oclock coffee 100 columbian whole bean roughly five times im glad replacement totally get rid rest beans still preserved original package put refrigerator ill try exchange groceries friends nobody wants ill plant flowers itbr br finally want get coffee good acceptable taste eight oclock beans definitely want try cheap beans serve breakout room dont care taste need caffeine guys love add lots sugarmilk make sweat coffee drink probably would satisfied,0.01532258064516129,Neutral
1310,went back forth getting girls beef flavored newmans 2 3 cant eat chicken always looking good quality food add rotation pretty good sale beef flavored days ago bought opened give dinner absolutely could give girls awful grey color consistency wall paper paste cats like chew food lick knew would awful time one newmans changed tried flavors years noticed cans underweight seem almost much rice pate buying thank heaven amazon always makes right without hassles,-0.028571428571428602,Neutral
1311,early give three stars far good seems like seems agree system update later,0.22499999999999998,Neutral
1312,think taste mango peach like vita coco water flavors food science world think coconut water made taking coconut milk separating cream solids water part left strong coconut flavored past sent somewhere else coconut water still health effects slight coconut flavor also weight thickness heaver normal water would reminds egg white viscosity drink colder better say warm urp,0.15833333333333333,Neutral
1313,2 year old shih tzu boy loves food mix along health extensions benefit types flavors foods typically poor eater woofs,-0.15000000000000002,Neutral
1314,red zinger tea made celestial seasonings famous musthave tea seventies every well stocked hippie cupboard tea next brown rice soy sauce healthful ingredients classic flavor keep enduring favorite caffeinefree herbal blend brews tasty ruby potion smells lemonmint tart tastes like minty cherry syrupbr br hibiscus first ingredient first consumed ancient egyptians hibiscus tea diuretic qualities lower blood pressure minerals flavonoids second ingredient rose hips high vitamin c used herbal medicine prevent urinary tract infections ingredients include peppermint lemon grass orange peel lemon myrtle licorice wild cherry barkbr br celestial seasonings gets extra points packaging utilize 100 natural recycled paperboard boxes dont package tea bag individually instead use system waxed paper bag inside box stays shut fold keeps bags fresh utilizes less packaging individually wrapping bag art use box beautiful quotes information put every surfacebr br quote boxbr br passion colors touches hues baltasar gracian,0.20055555555555557,Neutral
1315,buy time drink every day special treatbr use soy milk almond milk delicious mix 34 cup hotbr water 34 cup whatever milk want microwave sister told found found could order mocafebr precious divinity spiced chai tea mix amazon,0.6190476190476191,Positive
1316,ordered dirty sue martini mix lovebr get amount adjusted yourbr tastes bam dirty sue really kicks upbr notch even two,-0.3333333333333333,Neutral
